平均价,ID
-1.0,0
0.0,1
-2.5,2
0.0,3
0.0,4
0.0,5
0.0,6
0.0,7
0.5,8
0.0,9
-1.5,10
-1.25,11
0.0,12
0.0,13
0.0,14
0.0,15
0.0,16
0.0,17
0.0,18
0.75,19
0.0,20
0.0,21
-1.5,22
0.75,23
1.25,24
0.75,25
0.0,26
0.0,27
-2.0,28
0.0,29
-1.25,30
1.0,31
0.0,32
0.0,33
0.25,34
-3.25,35
0.5,36
0.0,37
0.0,38
0.0,39
-1.5,40
0.0,41
0.0,42
0.0,43
0.0,44
0.0,45
0.5,46
0.0,47
0.0,48
0.0,49
0.0,50
0.0,51
0.0,52
0.0,53
0.0,54
0.0,55
0.0,56
0.0,57
0.0,58
0.0,59
0.5,60
0.0,61
0.0,62
0.0,63
0.0,64
-0.5,65
0.0,66
0.0,67
1.5,68
0.0,69
0.0,70
-0.25,71
2.0,72
0.0,73
9.5,74
-7.0,75
4.0,76
-2.0,77
-1.0,78
-1.0,79
0.0,80
-1.25,81
0.0,82
-2.75,83
0.0,84
0.0,85
0.0,86
0.0,87
1.25,88
0.0,89
0.0,90
2.5,91
0.0,92
0.0,93
-0.75,94
-1.25,95
3.0,96
0.0,97
4.25,98
-1.5,99
0.0,100
8.0,101
0.0,102
0.0,103
0.0,104
0.0,105
0.0,106
-4.5,107
0.0,108
-5.0,109
-3.0,110
0.0,111
0.0,112
0.0,113
0.0,114
-1.0,115
5.0,116
-2.0,117
2.0,118
0.0,119
-2.0,120
-4.75,121
1.0,122
0.25,123
1.5,124
0.0,125
-2.75,126
0.5,127
0.0,128
0.0,129
-0.25,130
-2.25,131
0.0,132
0.0,133
0.0,134
0.0,135
0.0,136
0.0,137
0.0,138
0.0,139
0.0,140
-0.5,141
0.0,142
0.5,143
0.0,144
1.5,145
0.0,146
2.25,147
0.0,148
1.0,149
0.0,150
0.0,151
-2.25,152
-1.5,153
0.0,154
0.0,155
0.0,156
0.0,157
0.0,158
-0.25,159
0.0,160
0.0,161
0.0,162
-0.5,163
0.0,164
0.0,165
0.0,166
0.0,167
0.25,168
0.25,169
0.25,170
-0.5,171
0.0,172
0.25,173
0.25,174
0.0,175
-0.5,176
0.0,177
1.5,178
0.0,179
0.0,180
0.0,181
0.5,182
-1.0,183
0.0,184
0.0,185
0.0,186
0.0,187
0.5,188
1.0,189
-0.5,190
0.0,191
0.0,192
-0.25,193
0.0,194
-0.25,195
0.25,196
-0.5,197
-1.25,198
0.0,199
0.0,200
-0.20000000000000018,201
-0.04999999999999982,202
0.0,203
0.0,204
-0.3999999999999999,205
0.0,206
0.1499999999999999,207
-0.1499999999999999,208
0.0,209
0.0,210
0.3999999999999999,211
0.0,212
1.25,213
0.0,214
-0.25,215
0.5,216
-0.25,217
1.0,218
-1.0,219
0.5,220
3.25,221
-0.5,222
0.0,223
0.5,224
1.5,225
1.5,226
-1.0,227
0.25,228
0.0,229
0.0,230
0.25,231
0.0,232
-3.0,233
0.0,234
0.0,235
0.5,236
2.0,237
0.0,238
1.5,239
0.0,240
4.0,241
-4.5,242
1.0,243
0.0,244
-2.0,245
-0.5,246
-2.0,247
-0.5,248
-0.5,249
-1.0,250
0.0,251
0.0,252
0.75,253
0.25,254
-0.25,255
0.0,256
0.44174567033682793,257
0.5599955555658607,258
0.3254154118744996,259
0.5362834803706767,260
0.19041977424548562,261
0.39919570549074335,262
,263
