平均价,ID
168.5,1
168.5,2
168.5,3
167.5,4
167.5,5
167.5,6
167.5,7
170.5,8
176.5,9
176.5,10
176.5,11
176.5,12
181.5,13
172.5,14
172.5,15
167.5,16
162.5,17
162.5,18
162.5,19
162.5,20
162.5,21
162.5,22
166.5,23
167.5,24
172.5,25
185.0,26
185.0,27
187.5,28
187.5,29
187.5,30
189.0,31
196.5,32
196.5,33
183.9669020172911,34
183.0438125949888,35
182.2190175650613,36
181.48205013270103,37
180.8235580508472,38
180.23518493851637,39
179.70946423685012,40
