数据集名称,所使用数据量条数,平均绝对误差,均方根误差,决定系数
三文鱼肉,199,2.4367632894987685,5.942619583643209,0.9956860983763184
东北大米,33,-100.0,-100.0,-100.0
东北盘锦大米,33,-100.0,-100.0,-100.0
东北长粒香米,32,0.0214285714285714,0.0032142857142857,-0.1666666666666667
乌鸡蛋,359,0.0219391807957634,0.0031841657391412,-0.1557342312438656
乔府大院稻花香,32,0.0041914682539755,1.757248827567417e-05,0.0
五得利富强粉,65,0.0875790490847965,0.0077083591200958,0.7277179953253345
五得利标准粉,32,0.0228462211366108,0.0010874780267988,-0.9030865468979998
五得利特精粉,32,0.0248738477219625,0.0021781999933617,-0.3933655310016213
五得利雪花粉,32,0.0440239249856079,0.011546843966388,-0.2027962464987573
五梁红大米,5,-100.0,-100.0,-100.0
五花头,359,0.4663906536023089,0.6508725581032312,-0.0499672542241427
五花肉,719,0.405854405372092,0.3360674378842395,0.8613279624730296
五香花生米,32,0.3645902226631393,0.3438759542404999,-0.1721684701067474
京丽圆长粒香米,22,0.0266155743796872,0.0029620796664442,-0.0751252122649346
亮珠河珍珠米,33,-100.0,-100.0,-100.0
亮珠河稻花香米,32,0.0020957341269877,4.393122068918466e-06,0.0
亮珠河长粒香米,32,0.0041914682539755,1.757248827567401e-05,0.0
亿田粮田稻花香,28,-100.0,-100.0,-100.0
仔鸡,359,0.0180832416887057,0.0015521680281769,-0.2676038896778292
八爪鱼,277,0.5030344284088986,0.5591909993740293,0.0
公梭子蟹,309,0.6067080994420065,0.5080480932585308,0.0
公河蟹,415,0.1750963118643146,0.0409157576008721,0.9986120649896554
兰花蟹,177,3.924938746925083,49.40442239218249,-0.7931975534940305
兴安盟魏佳大米,32,0.0214285714285714,0.0032142857142857,-0.1666666666666669
兴安盟魏佳稻花香,32,0.0041914682539755,1.7572488275673865e-05,0.0
兴安盟魏佳长粒香,32,0.0229301926741117,0.0031295619041375,-0.1359150615017637
农禾香长粒香米,22,0.0171428571428571,0.0020571428571428,-0.1666666666666669
前肘,359,0.3039246143616721,0.128427829696613,-0.0488272758556729
前臀尖,719,0.2801309941707622,0.1117928266204238,0.9299955462696388
北大荒精洁米,33,-100.0,-100.0,-100.0
去骨羊前腿,359,0.216974202819324,0.1792291797204032,-0.0332035066235012
去骨羊后腿,359,0.217047688317162,0.1792285500071424,-0.0331998765117624
双然大米,5,-100.0,-100.0,-100.0
变蛋,321,0.0091471546183655,0.0001006892109881,-8.168879279717951e+27
古币香油,32,0.0208333333333333,0.0004340277777777,0.0
古船东北粳米,32,0.0,0.0,1.0
古船大米,33,-100.0,-100.0,-100.0
古船富强粉,65,0.0193854601267046,0.0006302410844618,0.9772526420605244
古船标准粉,32,0.0124704799284213,0.0008807822738319,-0.1239148806709593
古船龙粳长粒大米,32,0.015232275300966,0.0003242210389397,-0.0591220605365703
后肘,53,0.0332497313953264,0.0023279367853,-0.901148374661754
后肘（去骨）,305,0.1822631846001904,0.0786185229275161,-0.1414244810217151
后肘（带骨）,305,0.2069494502907176,0.081285167645674,-0.8743403363002487
后臀尖,719,0.2618033322140412,0.099683016815223,0.9375786859559624
嘎嘎纯长粒香米,19,0.0042857142857141,0.0001285714285714,-0.1666666666666667
嘎鱼,619,0.0150017830689524,0.0002709049456071,0.9999692723557064
基围虾,309,1.2896320322447392,4.098165075153388,-0.3387339245501064
墨鱼,309,0.0099796222376272,0.0001001018061562,0.0
多宝鱼,309,0.0925614248931755,0.0093101370269405,0.0
多春鱼,248,0.0002456869968727,7.491781761144879e-08,0.0
大榛,32,0.3435246811273514,0.2331972005026847,-0.9044438041052588
大雁蛋,264,0.0058806610679308,3.4582176451529415e-05,0.0
大麦,32,0.0357142857142857,0.0089285714285714,-0.1666666666666663
奶白菜,258,0.2012062628961953,0.1045066844173166,-0.0272472490368129
奶花豆,32,0.0,0.0,1.0
好面缘面粉,32,0.0041914682539755,1.757248827567401e-05,0.0
宏盛鑫源长粒香大米,13,-100.0,-100.0,-100.0
小公鱼,256,0.4252935179782687,0.400518726974953,-0.6354514684810584
小河虾,465,0.6633421243876566,2.910922583562445,-0.173952317650698
小海白虾,274,0.3627339574892578,0.8966898499272699,-0.1716747372382989
小玉米,33,-100.0,-100.0,-100.0
小白菜,259,0.4811996689739501,0.2986410069620703,-0.3936580324896617
小米面,32,0.0208333333333333,0.0004340277777777,0.0
小红扇贝,309,0.0030800870092805,9.56964282561521e-06,0.0
小里脊,359,0.0205619764853359,0.0007885650952046,0.0
小青龙虾,277,0.8689594618720663,3.288432531128257,-0.0742212935018973
小黄花鱼,310,-100.0,-100.0,-100.0
小龙虾,342,0.1960691195441669,0.0743831432179301,-0.0413640050510224
尚品长粒香米,5,-100.0,-100.0,-100.0
山楂干,32,0.071542710730502,0.0356952768498272,-0.1660457104276897
山鸡蛋,324,0.0146248225844007,0.0014152344122373,-0.1557747699938194
巴旦木,32,0.0,0.0,1.0
帝王蟹,309,1.2080151339761074,5.428710525626977,-0.7733787717048122
带子,309,0.0076194128914907,6.146277148995826e-05,0.0
带鱼,1859,0.0031985675033334,1.229841240670138e-05,0.9999995809303144
平鱼,1239,0.0167508551655488,0.0003400561953084,0.9999984044093104
开心果,32,0.0416666666666666,0.0017361111111111,0.0
快菜,258,0.2074962001485545,0.0595559684635249,-0.1672969818850893
情人梅,32,0.0,0.0,1.0
扇贝,929,0.0324834776758804,0.0020786038635488,0.9999839020721804
护心肉,359,0.1428571428571428,0.1428571428571428,-0.1666666666666663
散生菜,258,0.1652951407394444,0.0392632339305753,-2.288715320680669
散鸡蛋,359,0.0302882964218485,0.002949895769055,-0.4454489268369961
整牛,359,0.006282322332563,4.006989992880004e-05,0.0
整羊,359,0.0962546024836903,0.0377451719372105,-0.2330089499488776
文蛤,309,0.0,0.0,1.0
新疆干枣,32,0.0394815995601168,0.001778959368328,0.0
方正富硒米,10,-100.0,-100.0,-100.0
普核桃,33,1.7763568394002505e-15,3.1554436208840472e-30,0.0
月牙骨,54,0.6428571428571429,0.6071428571428571,-2.131578947368421
木耳菜,258,1.4728215123195163,5.452183212253682,-0.075619435935301
杏肉,32,0.4533869032838255,0.5879483573476042,-0.2804208671125605
松子,32,0.0,0.0,1.0
松花江大米,32,0.0,0.0,1.0
松花江秋天小町米,33,-100.0,-100.0,-100.0
松花蛋,359,0.0078625475179181,0.0003439050923997,-0.1234233018390715
松花鱼,309,0.0049864296222346,2.486453641834231e-05,0.0
柑橘,17,0.4443554498824228,0.2842994771314889,-0.1180316516406867
柴鸡蛋,359,0.0650486681053075,0.0190279785305345,-0.2860288937878452
核桃仁,32,0.0,0.0,1.0
桂圆,32,0.1186856153853457,0.0174816436674578,0.0
桂鱼,309,0.2031039005597476,0.0849444918526264,0.0
梅花肉,359,0.5897972832690674,0.505639955619056,0.0990415336242277
梅花骨,359,0.2167381906681002,0.1759315224599797,-0.3262530154675396
棒骨,359,0.1448139029396024,0.1419710435953665,-0.1594301893621599
