一级分类,二级分类,品名,最低价,平均价,最高价,单位,发布日期
水果,进口果,黑莓,53.0,54.5,56.0,斤,2023-01-10
水果,进口果,黑莓,53.0,54.5,56.0,斤,2023-01-31
水果,进口果,黑莓,53.0,54.5,56.0,斤,2023-02-20
水果,进口果,黑莓,68.0,74.0,80.0,斤,2023-02-28
水果,进口果,黑莓,68.0,74.0,80.0,斤,2023-03-10
水果,进口果,黑莓,68.0,74.0,80.0,斤,2023-03-20
水果,进口果,黑莓,68.0,72.0,76.0,斤,2023-03-31
水果,进口果,黑莓,68.0,72.0,76.0,斤,2023-04-10
水果,进口果,黑莓,63.0,64.0,65.0,斤,2023-04-30
水果,进口果,黑莓,50.0,52.5,55.0,斤,2023-05-10
水果,进口果,黑莓,50.0,52.5,55.0,斤,2023-05-20
水果,进口果,黑莓,50.0,52.5,55.0,斤,2023-05-31
水果,进口果,黑莓,50.0,52.5,55.0,斤,2023-06-10
水果,进口果,黑莓,63.0,64.5,66.0,斤,2023-06-20
