一级分类,二级分类,品名,最低价,平均价,最高价,单位,发布日期
粮油,食用油,金龙鱼大豆油,57.0,57.5,58.0,斤,2023-01-10
粮油,食用油,金龙鱼大豆油,57.0,57.5,58.0,斤,2023-01-31
粮油,食用油,金龙鱼大豆油,55.0,55.5,56.0,斤,2023-02-20
粮油,食用油,金龙鱼大豆油,54.0,54.75,55.5,斤,2023-02-28
粮油,食用油,金龙鱼大豆油,53.75,54.13,54.5,斤,2023-03-10
粮油,食用油,金龙鱼大豆油,53.75,54.13,54.5,斤,2023-03-20
粮油,食用油,金龙鱼大豆油,53.5,53.75,54.0,斤,2023-03-31
粮油,食用油,金龙鱼大豆油,53.5,53.75,54.0,斤,2023-04-10
粮油,食用油,金龙鱼大豆油,49.5,50.0,50.5,斤,2023-04-30
粮油,食用油,金龙鱼大豆油,49.5,50.0,50.5,斤,2023-05-10
粮油,食用油,金龙鱼大豆油,49.0,49.5,50.0,斤,2023-05-20
粮油,食用油,金龙鱼大豆油,47.0,47.5,48.0,斤,2023-05-31
粮油,食用油,金龙鱼大豆油,46.25,46.88,47.5,斤,2023-06-10
粮油,食用油,金龙鱼大豆油,46.0,46.75,47.5,斤,2023-06-20
粮油,食用油,金龙鱼大豆油,46.0,46.75,47.5,斤,2023-06-30
粮油,食用油,金龙鱼大豆油,46.0,46.75,47.5,斤,2023-07-10
粮油,食用油,金龙鱼大豆油,46.0,46.75,47.5,斤,2023-07-20
粮油,食用油,金龙鱼大豆油,45.0,46.0,47.0,斤,2023-07-31
粮油,食用油,金龙鱼大豆油,46.5,47.0,47.5,斤,2023-08-10
粮油,食用油,金龙鱼大豆油,46.5,47.0,47.5,斤,2023-08-20
粮油,食用油,金龙鱼大豆油,47.5,48.0,48.5,斤,2023-08-31
粮油,食用油,金龙鱼大豆油,47.5,48.0,48.5,斤,2023-09-10
粮油,食用油,金龙鱼大豆油,47.5,48.0,48.5,斤,2023-09-20
粮油,食用油,金龙鱼大豆油,47.5,48.0,48.5,斤,2023-09-30
粮油,食用油,金龙鱼大豆油,47.5,48.0,48.5,斤,2023-10-10
粮油,食用油,金龙鱼大豆油,48.5,48.75,49.0,斤,2023-10-20
粮油,食用油,金龙鱼大豆油,48.5,48.75,49.0,斤,2023-10-31
粮油,食用油,金龙鱼大豆油,48.5,48.75,49.0,斤,2023-11-10
粮油,食用油,金龙鱼大豆油,48.5,48.75,49.0,斤,2023-11-20
粮油,食用油,金龙鱼大豆油,48.5,48.75,49.0,斤,2023-11-30
粮油,食用油,金龙鱼大豆油,47.5,48.0,48.5,斤,2023-12-10
粮油,食用油,金龙鱼大豆油,47.5,48.0,48.5,斤,2023-12-20
粮油,食用油,金龙鱼大豆油,47.5,48.0,48.5,斤,2023-12-31
