一级分类,二级分类,品名,最低价,平均价,最高价,单位,发布日期
水果,进口果,无籽红提,17.0,18.0,19.0,斤,2023-02-20
水果,进口果,无籽红提,16.0,18.0,20.0,斤,2023-02-28
水果,进口果,无籽红提,16.0,18.0,20.0,斤,2023-03-10
水果,进口果,无籽红提,12.0,14.5,17.0,斤,2023-03-20
水果,进口果,无籽红提,12.0,14.5,17.0,斤,2023-03-31
水果,进口果,无籽红提,9.5,9.75,10.0,斤,2023-04-10
水果,进口果,无籽红提,9.5,9.75,10.0,斤,2023-04-30
水果,进口果,无籽红提,9.5,9.75,10.0,斤,2023-05-10
水果,进口果,无籽红提,9.5,9.75,10.0,斤,2023-05-20
水果,进口果,无籽红提,8.5,9.25,10.0,斤,2023-05-31
水果,进口果,无籽红提,8.5,9.25,10.0,斤,2023-06-10
水果,进口果,无籽红提,15.5,17.75,20.0,斤,2023-06-20
水果,进口果,无籽红提,15.5,17.75,20.0,斤,2023-06-30
水果,进口果,无籽红提,15.5,17.75,20.0,斤,2023-07-10
水果,进口果,无籽红提,15.5,16.0,16.5,斤,2023-07-20
水果,进口果,无籽红提,15.5,16.0,16.5,斤,2023-07-31
水果,进口果,无籽红提,15.5,16.0,16.5,斤,2023-08-10
