一级分类,二级分类,品名,最低价,平均价,最高价,单位,发布日期
蔬菜,特菜,银芽,6.0,7.0,8.0,斤,2023-01-10
蔬菜,特菜,银芽,7.0,7.5,8.0,斤,2023-01-31
蔬菜,特菜,银芽,7.0,8.0,9.0,斤,2023-02-20
蔬菜,特菜,银芽,8.0,8.5,9.0,斤,2023-02-28
蔬菜,特菜,银芽,7.0,7.5,8.0,斤,2023-03-10
蔬菜,特菜,银芽,6.0,6.5,7.0,斤,2023-03-20
蔬菜,特菜,银芽,6.0,6.5,7.0,斤,2023-03-31
蔬菜,特菜,银芽,6.0,6.5,7.0,斤,2023-04-10
蔬菜,特菜,银芽,6.5,7.0,7.5,斤,2023-04-30
蔬菜,特菜,银芽,7.0,7.25,7.5,斤,2023-05-10
蔬菜,特菜,银芽,7.0,7.25,7.5,斤,2023-05-20
蔬菜,特菜,银芽,7.0,7.25,7.5,斤,2023-05-31
蔬菜,特菜,银芽,6.5,6.75,7.0,斤,2023-06-10
蔬菜,特菜,银芽,6.5,6.75,7.0,斤,2023-06-20
蔬菜,特菜,银芽,6.0,6.5,7.0,斤,2023-06-30
蔬菜,特菜,银芽,5.0,5.25,5.5,斤,2023-07-10
蔬菜,特菜,银芽,5.0,5.25,5.5,斤,2023-07-20
蔬菜,特菜,银芽,6.0,6.25,6.5,斤,2023-07-31
蔬菜,特菜,银芽,6.0,6.25,6.5,斤,2023-08-10
蔬菜,特菜,银芽,6.0,6.25,6.5,斤,2023-08-20
蔬菜,特菜,银芽,6.0,6.25,6.5,斤,2023-08-31
蔬菜,特菜,银芽,6.0,6.25,6.5,斤,2023-09-10
蔬菜,特菜,银芽,6.0,6.25,6.5,斤,2023-09-20
蔬菜,特菜,银芽,6.0,6.25,6.5,斤,2023-09-30
蔬菜,特菜,银芽,6.0,6.25,6.5,斤,2023-10-10
蔬菜,特菜,银芽,6.0,6.25,6.5,斤,2023-10-20
蔬菜,特菜,银芽,6.0,6.25,6.5,斤,2023-10-31
蔬菜,特菜,银芽,6.0,6.25,6.5,斤,2023-11-10
蔬菜,特菜,银芽,6.0,6.25,6.5,斤,2023-11-20
蔬菜,特菜,银芽,6.0,6.25,6.5,斤,2023-11-30
蔬菜,特菜,银芽,6.5,6.75,7.0,斤,2023-12-10
蔬菜,特菜,银芽,6.0,6.25,6.5,斤,2023-12-20
蔬菜,特菜,银芽,6.0,6.25,6.5,斤,2023-12-31
