一级分类,二级分类,品名,最低价,平均价,最高价,单位,发布日期
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-01
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-02
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-03
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-04
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-05
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-06
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-07
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-08
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-09
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-10
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-11
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-12
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-13
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-15
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-16
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-17
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-18
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-19
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-20
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-28
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-29
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-30
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-01-31
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-01
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-02
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-03
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-05
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-06
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-07
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-08
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-09
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-10
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-12
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-13
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-14
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-15
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-16
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-17
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-19
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-20
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-21
水产,虾蟹类,公河蟹,32.0,33.5,35.0,斤,2023-02-22
水产,虾蟹类,公河蟹,35.0,37.5,40.0,斤,2023-08-30
水产,虾蟹类,公河蟹,35.0,37.5,40.0,斤,2023-08-31
水产,虾蟹类,公河蟹,35.0,37.5,40.0,斤,2023-09-01
水产,虾蟹类,公河蟹,35.0,37.5,40.0,斤,2023-09-03
水产,虾蟹类,公河蟹,35.0,37.5,40.0,斤,2023-09-04
水产,虾蟹类,公河蟹,35.0,37.5,40.0,斤,2023-09-05
水产,虾蟹类,公河蟹,30.0,32.5,35.0,斤,2023-09-06
水产,虾蟹类,公河蟹,30.0,32.5,35.0,斤,2023-09-07
水产,虾蟹类,公河蟹,30.0,32.5,35.0,斤,2023-09-08
水产,虾蟹类,公河蟹,30.0,32.5,35.0,斤,2023-09-10
水产,虾蟹类,公河蟹,30.0,32.5,35.0,斤,2023-09-11
水产,虾蟹类,公河蟹,30.0,32.5,35.0,斤,2023-09-12
水产,虾蟹类,公河蟹,35.0,36.5,38.0,斤,2023-09-13
水产,虾蟹类,公河蟹,35.0,36.5,38.0,斤,2023-09-14
水产,虾蟹类,公河蟹,35.0,36.5,38.0,斤,2023-09-15
水产,虾蟹类,公河蟹,35.0,36.5,38.0,斤,2023-09-17
水产,虾蟹类,公河蟹,35.0,37.5,40.0,斤,2023-09-18
水产,虾蟹类,公河蟹,35.0,37.5,40.0,斤,2023-09-19
水产,虾蟹类,公河蟹,35.0,37.5,40.0,斤,2023-09-20
水产,虾蟹类,公河蟹,30.0,32.5,35.0,斤,2023-09-21
水产,虾蟹类,公河蟹,35.0,36.5,38.0,斤,2023-09-22
水产,虾蟹类,公河蟹,35.0,36.5,38.0,斤,2023-09-24
水产,虾蟹类,公河蟹,35.0,36.5,38.0,斤,2023-09-25
水产,虾蟹类,公河蟹,35.0,36.5,38.0,斤,2023-09-26
水产,虾蟹类,公河蟹,30.0,31.5,33.0,斤,2023-09-27
水产,虾蟹类,公河蟹,30.0,31.5,33.0,斤,2023-09-28
水产,虾蟹类,公河蟹,30.0,31.5,33.0,斤,2023-09-29
水产,虾蟹类,公河蟹,30.0,31.5,33.0,斤,2023-10-01
水产,虾蟹类,公河蟹,30.0,31.5,33.0,斤,2023-10-04
水产,虾蟹类,公河蟹,28.0,30.0,32.0,斤,2023-10-05
水产,虾蟹类,公河蟹,25.0,26.5,28.0,斤,2023-10-06
水产,虾蟹类,公河蟹,25.0,27.5,30.0,斤,2023-10-07
水产,虾蟹类,公河蟹,25.0,27.5,30.0,斤,2023-10-08
水产,虾蟹类,公河蟹,25.0,27.5,30.0,斤,2023-10-09
