一级分类,二级分类,品名,最低价,平均价,最高价,单位,发布日期
水果,进口果,树莓,50.0,53.0,56.0,斤,2023-01-10
水果,进口果,树莓,50.0,53.0,56.0,斤,2023-01-31
水果,进口果,树莓,50.0,53.0,56.0,斤,2023-02-20
水果,进口果,树莓,68.0,74.0,80.0,斤,2023-02-28
水果,进口果,树莓,68.0,74.0,80.0,斤,2023-03-10
水果,进口果,树莓,68.0,74.0,80.0,斤,2023-03-20
水果,进口果,树莓,66.0,70.5,75.0,斤,2023-03-31
水果,进口果,树莓,66.0,70.5,75.0,斤,2023-04-10
水果,进口果,树莓,56.0,58.0,60.0,斤,2023-04-30
水果,进口果,树莓,46.0,48.0,50.0,斤,2023-05-10
水果,进口果,树莓,46.0,48.0,50.0,斤,2023-05-20
水果,进口果,树莓,46.0,48.0,50.0,斤,2023-05-31
水果,进口果,树莓,50.0,51.5,53.0,斤,2023-06-10
水果,进口果,树莓,87.0,93.5,100.0,斤,2023-06-20
水果,进口果,树莓,10.8,11.25,11.7,盒,2023-11-20
水果,进口果,树莓,10.8,11.25,11.7,盒,2023-11-30
水果,进口果,树莓,13.0,14.0,15.0,盒,2023-12-10
水果,进口果,树莓,12.0,13.0,14.0,盒,2023-12-20
水果,进口果,树莓,12.0,13.0,14.0,盒,2023-12-31
