一级分类,二级分类,品名,最低价,平均价,最高价,单位,发布日期
粮油,食用油,古船非转基因大豆油,133.0,133.5,134.0,斤,2023-01-10
粮油,食用油,古船非转基因大豆油,133.0,133.5,134.0,斤,2023-01-31
粮油,食用油,古船非转基因大豆油,133.0,133.5,134.0,斤,2023-02-20
粮油,食用油,古船非转基因大豆油,130.0,131.0,132.0,斤,2023-02-28
粮油,食用油,古船非转基因大豆油,130.0,131.0,132.0,斤,2023-03-10
粮油,食用油,古船非转基因大豆油,130.0,131.0,132.0,斤,2023-03-20
粮油,食用油,古船非转基因大豆油,130.0,131.0,132.0,斤,2023-03-31
粮油,食用油,古船非转基因大豆油,130.0,131.0,132.0,斤,2023-04-10
粮油,食用油,古船非转基因大豆油,124.0,125.0,126.0,斤,2023-04-30
粮油,食用油,古船非转基因大豆油,120.0,121.0,122.0,斤,2023-05-10
粮油,食用油,古船非转基因大豆油,120.0,121.0,122.0,斤,2023-05-20
粮油,食用油,古船非转基因大豆油,120.0,121.0,122.0,斤,2023-05-31
粮油,食用油,古船非转基因大豆油,118.0,119.0,120.0,斤,2023-06-10
粮油,食用油,古船非转基因大豆油,115.0,116.5,118.0,斤,2023-06-20
粮油,食用油,古船非转基因大豆油,115.0,116.5,118.0,斤,2023-06-30
粮油,食用油,古船非转基因大豆油,115.0,116.5,118.0,斤,2023-07-10
粮油,食用油,古船非转基因大豆油,115.0,116.5,118.0,斤,2023-07-20
粮油,食用油,古船非转基因大豆油,115.0,116.5,118.0,斤,2023-07-31
粮油,食用油,古船非转基因大豆油,115.0,116.5,118.0,斤,2023-08-10
粮油,食用油,古船非转基因大豆油,113.0,114.0,115.0,斤,2023-08-20
粮油,食用油,古船非转基因大豆油,113.0,114.0,115.0,斤,2023-08-31
粮油,食用油,古船非转基因大豆油,110.0,111.0,112.0,斤,2023-09-10
粮油,食用油,古船非转基因大豆油,110.0,111.0,112.0,斤,2023-09-20
粮油,食用油,古船非转基因大豆油,110.0,111.0,112.0,斤,2023-09-30
粮油,食用油,古船非转基因大豆油,110.0,111.0,112.0,斤,2023-10-10
粮油,食用油,古船非转基因大豆油,110.0,111.0,112.0,斤,2023-10-20
粮油,食用油,古船非转基因大豆油,110.0,111.0,112.0,斤,2023-10-31
粮油,食用油,古船非转基因大豆油,110.0,111.0,112.0,斤,2023-11-10
粮油,食用油,古船非转基因大豆油,110.0,111.0,112.0,斤,2023-11-20
粮油,食用油,古船非转基因大豆油,110.0,111.0,112.0,斤,2023-11-30
粮油,食用油,古船非转基因大豆油,110.0,111.0,112.0,斤,2023-12-10
粮油,食用油,古船非转基因大豆油,110.0,111.0,112.0,斤,2023-12-20
粮油,食用油,古船非转基因大豆油,110.0,111.0,112.0,斤,2023-12-31
