一级分类,二级分类,品名,最低价,平均价,最高价,单位,发布日期
水果,进口果,释迦,20.0,21.0,22.0,斤,2023-12-31
水果,进口果,释迦,20.0,21.0,22.0,斤,2023-12-20
水果,进口果,释迦,20.0,21.0,22.0,斤,2023-12-10
水果,进口果,释迦,20.0,21.0,22.0,斤,2023-11-30
水果,进口果,释迦,20.0,21.0,22.0,斤,2023-11-20
水果,进口果,释迦,20.0,21.0,22.0,斤,2023-11-10
水果,进口果,释迦,20.0,21.0,22.0,斤,2023-10-31
水果,进口果,释迦,20.0,21.0,22.0,斤,2023-10-20
水果,进口果,释迦,20.0,21.0,22.0,斤,2023-10-10
水果,进口果,释迦,20.0,21.0,22.0,斤,2023-09-30
水果,进口果,释迦,30.0,34.0,38.0,斤,2023-04-30
水果,进口果,释迦,30.0,34.0,38.0,斤,2023-04-10
水果,进口果,释迦,26.0,27.0,28.0,斤,2023-03-31
水果,进口果,释迦,26.0,27.0,28.0,斤,2023-03-20
水果,进口果,释迦,26.0,27.0,28.0,斤,2023-03-10
水果,进口果,释迦,26.0,27.0,28.0,斤,2023-02-28
水果,进口果,释迦,30.0,32.0,34.0,斤,2023-02-20
水果,进口果,释迦,20.0,22.0,24.0,斤,2023-01-31
水果,进口果,释迦,20.0,22.0,24.0,斤,2023-01-10
