一级分类,二级分类,品名,最低价,平均价,最高价,单位,发布日期
水产,虾蟹类,母河蟹,65.0,66.5,68.0,斤,2024-01-01
水产,虾蟹类,母河蟹,68.0,69.0,70.0,斤,2024-01-01
水产,虾蟹类,母河蟹,72.0,75.0,78.0,斤,2024-01-01
水产,虾蟹类,母河蟹,65.0,66.5,68.0,斤,2023-12-31
水产,虾蟹类,母河蟹,68.0,69.0,70.0,斤,2023-12-31
水产,虾蟹类,母河蟹,72.0,75.0,78.0,斤,2023-12-31
水产,虾蟹类,母河蟹,65.0,66.5,68.0,斤,2023-12-29
水产,虾蟹类,母河蟹,68.0,69.0,70.0,斤,2023-12-29
水产,虾蟹类,母河蟹,72.0,75.0,78.0,斤,2023-12-29
水产,虾蟹类,母河蟹,65.0,66.5,68.0,斤,2023-12-28
水产,虾蟹类,母河蟹,68.0,69.0,70.0,斤,2023-12-28
水产,虾蟹类,母河蟹,72.0,75.0,78.0,斤,2023-12-28
水产,虾蟹类,母河蟹,65.0,66.5,68.0,斤,2023-12-27
水产,虾蟹类,母河蟹,70.0,71.5,73.0,斤,2023-12-27
水产,虾蟹类,母河蟹,75.0,77.5,80.0,斤,2023-12-27
水产,虾蟹类,母河蟹,65.0,66.5,68.0,斤,2023-12-26
水产,虾蟹类,母河蟹,70.0,71.5,73.0,斤,2023-12-26
水产,虾蟹类,母河蟹,75.0,77.5,80.0,斤,2023-12-26
水产,虾蟹类,母河蟹,63.0,64.0,65.0,斤,2023-12-25
水产,虾蟹类,母河蟹,68.0,69.0,70.0,斤,2023-12-25
水产,虾蟹类,母河蟹,73.0,74.0,75.0,斤,2023-12-25
水产,虾蟹类,母河蟹,63.0,64.0,65.0,斤,2023-12-24
水产,虾蟹类,母河蟹,68.0,69.0,70.0,斤,2023-12-24
水产,虾蟹类,母河蟹,73.0,74.0,75.0,斤,2023-12-24
水产,虾蟹类,母河蟹,58.0,59.0,60.0,斤,2023-12-22
水产,虾蟹类,母河蟹,63.0,64.0,65.0,斤,2023-12-22
水产,虾蟹类,母河蟹,68.0,69.0,70.0,斤,2023-12-22
水产,虾蟹类,母河蟹,58.0,59.0,60.0,斤,2023-12-21
水产,虾蟹类,母河蟹,63.0,64.0,65.0,斤,2023-12-21
水产,虾蟹类,母河蟹,68.0,69.0,70.0,斤,2023-12-21
水产,虾蟹类,母河蟹,58.0,59.0,60.0,斤,2023-12-20
水产,虾蟹类,母河蟹,63.0,64.0,65.0,斤,2023-12-20
水产,虾蟹类,母河蟹,68.0,69.0,70.0,斤,2023-12-20
水产,虾蟹类,母河蟹,53.0,55.5,58.0,斤,2023-12-19
水产,虾蟹类,母河蟹,58.0,60.5,63.0,斤,2023-12-19
水产,虾蟹类,母河蟹,63.0,65.5,68.0,斤,2023-12-19
水产,虾蟹类,母河蟹,53.0,55.5,58.0,斤,2023-12-18
