一级分类,二级分类,品名,最低价,平均价,最高价,单位,发布日期
蔬菜,水菜,菠菜,4.0,4.25,4.5,斤,2024-01-01
蔬菜,水菜,菠菜,4.0,4.25,4.5,斤,2023-12-29
蔬菜,水菜,菠菜,4.0,4.25,4.5,斤,2023-12-28
蔬菜,水菜,菠菜,4.0,4.5,5.0,斤,2023-12-27
蔬菜,水菜,菠菜,4.0,4.25,4.5,斤,2023-12-26
蔬菜,水菜,菠菜,4.0,4.25,4.5,斤,2023-12-25
蔬菜,水菜,菠菜,4.5,4.75,5.0,斤,2023-12-22
蔬菜,水菜,菠菜,4.5,4.75,5.0,斤,2023-12-21
蔬菜,水菜,菠菜,4.5,4.75,5.0,斤,2023-12-20
蔬菜,水菜,菠菜,4.5,4.75,5.0,斤,2023-12-19
蔬菜,水菜,菠菜,5.0,5.25,5.5,斤,2023-12-18
蔬菜,水菜,菠菜,5.0,5.25,5.5,斤,2023-12-15
蔬菜,水菜,菠菜,4.5,4.75,5.0,斤,2023-12-14
蔬菜,水菜,菠菜,4.5,4.75,5.0,斤,2023-12-13
蔬菜,水菜,菠菜,4.0,4.25,4.5,斤,2023-12-12
蔬菜,水菜,菠菜,4.0,4.25,4.5,斤,2023-12-11
蔬菜,水菜,菠菜,3.0,3.5,4.0,斤,2023-12-08
蔬菜,水菜,菠菜,3.0,3.5,4.0,斤,2023-12-07
蔬菜,水菜,菠菜,3.0,3.5,4.0,斤,2023-12-06
蔬菜,水菜,菠菜,3.0,3.5,4.0,斤,2023-12-05
蔬菜,水菜,菠菜,3.0,3.5,4.0,斤,2023-12-04
蔬菜,水菜,菠菜,3.0,3.5,4.0,斤,2023-12-01
蔬菜,水菜,菠菜,3.0,3.5,4.0,斤,2023-11-30
蔬菜,水菜,菠菜,3.5,3.75,4.0,斤,2023-11-29
蔬菜,水菜,菠菜,3.5,3.75,4.0,斤,2023-11-28
蔬菜,水菜,菠菜,4.0,4.3,4.6,斤,2023-11-27
蔬菜,水菜,菠菜,4.0,4.3,4.6,斤,2023-11-24
蔬菜,水菜,菠菜,3.0,3.25,3.5,斤,2023-11-23
蔬菜,水菜,菠菜,2.5,2.75,3.0,斤,2023-11-22
蔬菜,水菜,菠菜,2.5,2.75,3.0,斤,2023-11-21
蔬菜,水菜,菠菜,3.0,3.25,3.5,斤,2023-11-20
蔬菜,水菜,菠菜,2.0,2.25,2.5,斤,2023-11-17
蔬菜,水菜,菠菜,2.5,2.9,3.3,斤,2023-11-16
蔬菜,水菜,菠菜,2.0,2.5,3.0,斤,2023-11-15
蔬菜,水菜,菠菜,3.3,3.65,4.0,斤,2023-11-14
