一级分类,二级分类,品名,最低价,平均价,最高价,单位,发布日期
水果,进口果,柑橘,8.0,9.5,11.0,斤,2023-10-20
水果,进口果,柑橘,5.8,6.8,7.8,斤,2023-10-10
水果,进口果,柑橘,6.5,7.15,7.8,斤,2023-09-30
水果,进口果,柑橘,6.5,8.25,10.0,斤,2023-09-20
水果,进口果,柑橘,6.5,8.25,10.0,斤,2023-09-10
水果,进口果,柑橘,6.5,8.25,10.0,斤,2023-08-31
水果,进口果,柑橘,6.5,8.25,10.0,斤,2023-08-20
水果,进口果,柑橘,6.5,9.0,11.5,斤,2023-08-10
水果,进口果,柑橘,6.5,9.0,11.5,斤,2023-07-31
水果,进口果,柑橘,8.8,8.9,9.0,斤,2023-07-20
水果,进口果,柑橘,8.8,8.9,9.0,斤,2023-07-10
水果,进口果,柑橘,8.0,8.5,9.0,斤,2023-06-30
水果,进口果,柑橘,8.0,9.5,11.0,斤,2023-06-20
水果,进口果,柑橘,8.0,9.5,11.0,斤,2023-06-10
水果,进口果,柑橘,8.0,9.5,11.0,斤,2023-05-31
水果,进口果,柑橘,8.0,9.5,11.0,斤,2023-05-20
水果,进口果,柑橘,10.0,10.5,11.0,斤,2023-05-10
水果,进口果,柑橘,10.0,11.0,12.0,斤,2023-04-30
