一级分类,二级分类,品名,最低价,平均价,最高价,单位,发布日期,ID
粮油,食用油,元宝牌大豆油,90.0,91.0,92.0,斤,2023-12-31,0
粮油,食用油,元宝牌大豆油,90.0,91.0,92.0,斤,2023-12-20,1
粮油,食用油,元宝牌大豆油,90.0,91.0,92.0,斤,2023-12-10,2
粮油,食用油,元宝牌大豆油,90.0,91.0,92.0,斤,2023-11-30,3
粮油,食用油,元宝牌大豆油,90.0,91.0,92.0,斤,2023-11-20,4
粮油,食用油,元宝牌大豆油,90.0,91.0,92.0,斤,2023-11-10,5
粮油,食用油,元宝牌大豆油,90.0,91.0,92.0,斤,2023-10-31,6
粮油,食用油,元宝牌大豆油,90.0,91.0,92.0,斤,2023-10-20,7
粮油,食用油,元宝牌大豆油,90.0,91.0,92.0,斤,2023-10-10,8
粮油,食用油,元宝牌大豆油,90.0,91.0,92.0,斤,2023-09-30,9
粮油,食用油,元宝牌大豆油,90.0,91.0,92.0,斤,2023-09-20,10
粮油,食用油,元宝牌大豆油,90.0,91.0,92.0,斤,2023-09-10,11
粮油,食用油,元宝牌大豆油,90.0,91.0,92.0,斤,2023-08-31,12
粮油,食用油,元宝牌大豆油,87.0,88.0,89.0,斤,2023-08-20,13
粮油,食用油,元宝牌大豆油,87.0,88.0,89.0,斤,2023-08-10,14
粮油,食用油,元宝牌大豆油,85.0,86.5,88.0,斤,2023-07-31,15
粮油,食用油,元宝牌大豆油,85.0,86.5,88.0,斤,2023-07-20,16
粮油,食用油,元宝牌大豆油,85.0,86.5,88.0,斤,2023-07-10,17
粮油,食用油,元宝牌大豆油,85.0,86.5,88.0,斤,2023-06-30,18
粮油,食用油,元宝牌大豆油,85.0,86.5,88.0,斤,2023-06-20,19
粮油,食用油,元宝牌大豆油,85.0,86.5,88.0,斤,2023-06-10,20
粮油,食用油,元宝牌大豆油,85.0,86.5,88.0,斤,2023-05-31,21
粮油,食用油,元宝牌大豆油,88.0,89.0,90.0,斤,2023-05-20,22
粮油,食用油,元宝牌大豆油,88.0,90.0,92.0,斤,2023-05-10,23
粮油,食用油,元宝牌大豆油,90.0,91.5,93.0,斤,2023-04-30,24
粮油,食用油,元宝牌大豆油,97.5,98.75,100.0,斤,2023-04-10,25
粮油,食用油,元宝牌大豆油,97.5,98.75,100.0,斤,2023-03-31,26
粮油,食用油,元宝牌大豆油,97.5,98.75,100.0,斤,2023-03-20,27
粮油,食用油,元宝牌大豆油,97.5,98.75,100.0,斤,2023-03-10,28
粮油,食用油,元宝牌大豆油,100.0,101.5,103.0,斤,2023-02-28,29
粮油,食用油,元宝牌大豆油,105.0,106.0,107.0,斤,2023-02-20,30
粮油,食用油,元宝牌大豆油,110.0,110.5,111.0,斤,2023-01-31,31
粮油,食用油,元宝牌大豆油,110.0,110.5,111.0,斤,2023-01-10,32
,,,,88.804,,,,33
,,,,88.73321367521368,,,,34
,,,,88.66242735042735,,,,35
,,,,88.59164102564102,,,,36
,,,,88.5208547008547,,,,37
,,,,88.45006837606837,,,,38
,,,,88.37928205128205,,,,39
